batch,index,music,hashtag,author,likes,comments,shares,saves
2,25,That's My Best Friend - Tokyo Vanity,@iammarcohall,brookeashleyhall,164100,1004,10800,289
3,0,som original - ilustradias 👁️,@sofiaelaizamonreal,ilustradias,201300,105100,48000,12400
3,1,never slowed - slowedaudios🖤🤍,"fyp, xyzbca, viral, fyp%E3%82%B7, foryoupage",official_jaythekid,62900,458,7122,239
3,2,original sound - Vinny Thomas,"england, british, america, mrthomasenglish",mrthomasenglish,202100,2410,25500,3686
3,7,original sound - Shania Muhammad,"smartgirlshania, 16yearoldteacher, blackhairtiktok, blowthisup, blackteachers, locs",smartgirlshania,1400000,15400,77200,22600
3,8,original sound - BHS Mean Girls HS Version,"frozen, frozenjr, frozenmusical, elsa, anna, olaf, sven, dance, shakemyhandincharacter, characters",bhsmusical,96300,486,7383,243
3,9,original sound - Jillian !,"fyp, sick, cold, cough",harperzilmer4,523900,5355,40600,3934
3,14,original sound - Michelle Scott,,michiscottt,16700,75,955,56
3,16,original sound - Lala,"@stxrvibeyyy, foryou, fyp, mom, clean, reality, relatable",lala_sadii,121800,760,7193,131
3,17,AIN'T GONNA ANSWER - NLE Choppa & Lil Wayne,@adamw,justinavalentine,222800,620,17100,239
3,20,original sound - South Park,,symonneharrisonofficial,304000,745,17600,3876
3,25,original sound - nevaeha,"grwm, grwmforschool, confrotingcheatingbf, blowthisupforme, storytimegrwm, grwm, nevaehachristine",neevaeha,10800,417,1226,7
4,1,original sound - Itsjustourlife 🦋,"fyp, foryou, foryoupage, viral, foodreview, playfood, toyfood, learnthroughplay",itsjustourlife,290400,452,25700,597
4,2,Rave no Escurinho Bota a Mão na Parede - Davizin & MC TOPRE,"@franangelys, baile, %F0%9F%8F%B3%EF%B8%8F%E2%80%8D%F0%9F%8C%88",jibebarroso,59200,130,2797,252
4,3,original sound - Lilyy,"garlictrend, fyp",badbishlily,237900,1286,24700,297
4,4,Dandelions (slowed + reverb) - Ruth B. & sped up + slowed,"fyp%E3%82%B7, trending, viral, couple, couplegoals, love, boyfriend, themacfamily",themacfamily,90400,621,8443,301
4,7,original sound - The Relationship Hub,,rebeccazamolo,135900,1102,6653,254
4,11,original sound - jamie,"funny, memes, fyp, viral, memetiktok, skit, meme, asian, ayo",jamiemakescontent,241300,2308,30500,2940
4,12,Ick - Alt Ending - Lay Bankz,"foryou, ick",lala_sadii,240300,1905,19200,566
4,13,dance the night away sped - 💗 S O U N D S 🐆,"@islayedallday, fyp, viral, xyzbca, nails",random_4025,26900,6516,5715,431
4,14,SomeoneYouLoved(Cover) - 十八闲客,,opppleeen,65000,1087,7302,481
4,15,original sound - chelsea vfx,vfx,queenchelsea,14800000,103000,801500,413700
4,16,original sound - DANCE LIFE,,denis_lubov,78400,125700,9621,476
4,17,เสียงต้นฉบับ - อาหยง_องค์หญิง,@callsing.forgot,arshia_._bk,23100,933,2966,516
4,18,original sound - nndanzj,"andimack, movie, foryou, tvshow",nndanzj,134900,407,11500,245
4,19,Monkeys Spinning Monkeys - Kevin MacLeod & Kevin The Monkey,,michellekopetman,86300,340,4704,169
